"procedure_code","block","procedure_desc","procedure_short_desc"
"9017902","568","Nasopharyngeal intubation","Nasopharyngeal intubation"
"9017903","568","Management of endotracheal intubation, single lumen","Mgmt endotrachl intubation single lumen"
"9017904","568","Management of endotracheal intubation, double lumen","Mgmt endotrachl intubation double lumen"
"9017905","568","Management of nasopharyngeal intubation","Management of nasopharyngeal intubation"
"9017906","568","Management of tracheostomy","Management of tracheostomy"
"9018000","548","Insertion of pleuroperitoneal shunt","Insertion of pleuroperitoneal shunt"
"9018100","558","Destruction procedures on lung","Destruction procedures on lung"
"9020000","605","Revision of cerebrospinal fluid [CSF] shunt at atrial site","Revision CSF shunt at atrial site"
"9020100","679","Coronary artery bypass, using 1 other graft, not elsewhere classified","Coron art byps usg 1 other gft NEC"
"9020101","679","Coronary artery bypass, using 2 other grafts, not elsewhere classified","Coron art byps usg 2 other gft NEC"
"9020102","679","Coronary artery bypass, using 3 other grafts, not elsewhere classified","Coron art byps usg 3 other gft NEC"
"9020103","679","Coronary artery bypass, using >= 4 other grafts, not elsewhere classified","Coron art byps usg >= 4 other gft NEC"
"9020200","649","Insertion of temporary epicardial electrode for cardiac pacemaker","Ins tempry epicardl elec card pcmkr"
"9020201","649","Placement of temporary transcutaneous electrode for cardiac pacemaker","Plcmt tempry trnscut elec card pcmkr"
"9020202","649","Insertion of temporary epicardial electrode for cardiac defibrillator","Ins tempry epicardl elec card defib"
"9020300","654","Adjustment of transvenous electrode for cardiac pacemaker","Adjust trnsven elec for card pacemaker"
"9020301","654","Percutaneous removal of temporary electrode","Percutaneous removal temporary electrode"
"9020302","654","Adjustment of left ventricular electrode for cardiac pacemaker via thoracotomy, sternotomy or subxyphoid approach","Adjust ventrl elec pcmkr thmy stmy sbx"
"9020303","654","Replacement of temporary transvenous electrode for cardiac pacemaker","Replace temp trnsven elec card pacemaker"
"9020304","654","Removal of temporary transvenous electrode for cardiac pacemaker","R/O temp trnsven elec f card pacemaker"
"9020305","655","Adjustment of cardiac pacemaker generator","Adjustment cardiac pacemaker generator"
"9020306","656","Adjustment of cardiac defibrillator generator","Adjust cardiac defibrillator generator"
"9020307","656","Removal of cardiac defibrillator generator","R/O cardiac defibrillator generator"
"9020308","654","Adjustment of transvenous electrode for cardiac defibrillator","Adjust trnsven elec card defibrillator"
"9020309","654","Adjustment of left ventricular electrode for cardiac defibrillator via thoracotomy, sternotomy or subxyphoid approach","Adjust L ventrl elec defib thmy stmy sbx"
"9020310","654","Replacement of temporary transvenous electrode for cardiac defibrillator","Replacement temp trnsven elec card defib"
"9020311","654","Removal of temporary transvenous electrode for cardiac defibrillator","R/O temp trnsven elec f card defib"
"9020400","659","Removal of donor heart for transplantation","Removal donor heart for transplantation"
"9020401","659","Removal of donor heart and lung for transplantation","R/O donor heart & lung f transplantation"
"9020500","660","Heart transplantation","Heart transplantation"
"9020501","660","Heart and lung transplantation","Heart and lung transplantation"
"9020600","641","Cardiomyoplasty","Cardiomyoplasty"
"9020700","663","Revision or relocation of skin pocket for implantable automatic defibrillator generator","Rev/reloc sk pckt impl automc defib genr"
"9020800","692","Balloon dilation of coarctation of aorta","Balloon dilation of coarctation of aorta"
"9020900","708","Direct closure of subclavian artery","Direct closure subclavian artery"
"9020901","708","Direct closure of innominate artery","Direct closure innominate artery"
"9020902","708","Direct closure of aorta","Direct closure of aorta"
"9020903","708","Direct closure of other artery","Direct closure of other artery"
"9021000","709","Repair of subclavian artery by direct anastomosis","Repair subclavian art, dir anstms"
"9021001","709","Repair of innominate artery by direct anastomosis","Repair innominate art, dir anstms"
"9021002","709","Repair of aorta by direct anastomosis","Repair aorta by direct anastomosis"
"9021100","711","Subclavian-vertebral bypass using vein","Subclavian-vertebral bypass using vein"
"9021101","711","Subclavian-axillary bypass using vein","Subclavian-axillary bypass using vein"
"9021102","711","Spleno-renal bypass using vein","Spleno-renal bypass using vein"
"9021103","711","Aorto-coeliac bypass using vein","Aorto-coeliac bypass using vein"
"9021104","711","Aorto-femoro-popliteal bypass using vein","Aorto-femoro-popliteal bypass using vein"
"9021105","711","Ilio-iliac bypass using vein","Ilio-iliac bypass using vein"
"9021106","711","Popliteal-tibial bypass using vein","Popliteal-tibial bypass using vein"
"9021200","712","Aorto-subclavian bypass using synthetic material","Aorto-subclavian bypass usg synthc matrl"
"9021201","712","Subclavian-subclavian bypass using synthetic material","Subclavian-subclavian byps, synthc matrl"
"9021202","712","Subclavian-vertebral bypass using synthetic material","Subclavian-vertebral bypass synthc matrl"
"9021203","712","Subclavian-axillary bypass using synthetic material","Subclavian-axillary bypass, synthc matrl"
"9021204","712","Axillo-axillary bypass using synthetic material","Axillo-axillary bypass usg synthc matrl"
"9021205","712","Axillo-brachial bypass using synthetic material","Axillo-brachial bypass usg synthc matrl"
"9021206","712","Spleno-renal bypass using synthetic material","Spleno-renal bypass usg synthc material"
"9021207","712","Aorto-coeliac bypass using synthetic material","Aorto-coeliac bypass usg synthetic matrl"
"9021208","712","Aorto-femoro-popliteal bypass using synthetic material","Aorto-femoro-popliteal byps synthc matrl"
"9021209","712","Ilio-iliac bypass using synthetic material","Ilio-iliac bypass using synthetic matrl"
"9021210","712","Popliteal-tibeal bypass using synthetic material","Popliteal-tibial bypass usg synthc matrl"
"9021300","710","Repair of subclavian artery by interposition graft","Repair subclavian art, interpstn gft"
"9021301","710","Repair of innominate artery by interposition graft","Repair innominate art, interpstn gft"
"9021302","710","Repair of aorta by interposition graft","Repair aorta, interposition graft"
"9021303","710","Repair of other artery by interposition graft","Repair other artery, interpstn gft"
"9021400","648","Insertion of permanent triple chamber transvenous electrodes","Ins perm triple chamber trnsven elec"
"9021401","654","Percutaneous removal of triple chamber permanent electrode","Perc R/O triple chamber perm electrode"
"9021402","654","Removal of triple chamber permanent electrode","R/O triple chamber permanent electrode"
"9021500","732","Direct closure of subclavian vein","Direct closure subclavian vein"
"9021501","732","Direct closure of innominate vein","Direct closure innominate vein"
"9021502","732","Direct closure of vena cava","Direct closure of vena cava"
"9021600","733","Repair of subclavian vein by direct anastomosis","Repair subclavian vein dir anstms"
"9021601","733","Repair of innominate vein by direct anastomosis","Repair innominate vein dir anstms"
"9021602","733","Repair of vena cava by direct anastomosis","Repair vena cava by direct anstms"
"9021700","734","Repair of innominate vein by interposition graft","Repair innominate vein interpstn gft"
"9021701","734","Repair of subclavian vein by interposition graft","Repair subclavian vein interpstn gft"
"9021702","734","Repair of vena cava by interposition graft","Repair vena cava by interpstn gft"
"9021800","669","Percutaneous transluminal coronary angioplasty with aspiration thrombectomy, 1 artery","PTCA w aspr thrmbectmy, 1 art"
"9021801","669","Percutaneous transluminal coronary angioplasty with aspiration thrombectomy, multiple arteries","PTCA w aspr thrmbectmy, mult art"
"9021802","669","Percutaneous transluminal coronary angioplasty with embolic protection device, 1 artery","PTCA w embolic protection dev, 1 art"
"9021803","669","Percutaneous transluminal coronary angioplasty with embolic protection device, multiple arteries","PTCA w embolic protection dev, mult art"
"9021900","663","Revision or relocation of skin pocket for cardiac pacemaker or defibrillator","Rev / reloc skin pckt card pcmkr / defib"
"9022000","738","Catheterisation/cannulation of other vein","Catheterisation/cannulation of oth vein"
"9022100","657","Direct intracoronary artery injection or infusion of a thrombolytic agent","Dir coronary art injct/infus thrmblytc"
"9022200","720","Other procedures on arteries","Other procedures on arteries"
"9022201","739","Other procedures on veins","Other procedures on veins"
"9022300","767","Other vascular procedures","Other vascular procedures"
"9022301","777","Other vascular procedures","Other vascular procedures"
"9022400","603","Repair of transposition of great vessels","Repair of transposition of great vessels"
"9022500","642","Extracorporeal membrane oxygenation [ECMO]","Extracorporeal membrane oxygenation"
"9022600","694","Embolisation of cerebral artery for arteriovenous malformation","Embolisation of cerebral artery for AVM"
"9022800","762","Endoluminal repair of aneurysm","Endoluminal repair of aneurysm"
"9022900","700","Other endarterectomy","Other endarterectomy"
"9023000","702","Embolectomy or thrombectomy of other artery","Embolectomy/thrombectomy of other artery"
"9023100","762","Replacement of bypass graft from trunk","Replacement of bypass graft from trunk"
"9023200","732","Direct closure of other vein","Direct closure of other vein"
"9023300","734","Repair of other vein by interposition graft","Rep other vein by interposition graft"
"9023400","1856","Testing of cardiac defibrillator","Testing of cardiac defibrillator"
"9023500","702","Embolectomy or thrombectomy of intracranial artery","Emblectmy/thrmbectmy intrcran artery"
"9023501","729","Thrombectomy of intracranial vein","Thrombectomy of intracranial vein"
"9028000","803","Other procedures on bone marrow","Other procedures on bone marrow"
"9028100","804","Incision of lymphatic structure","Incision of lymphatic structure"
"9028200","811","Excision of lymph node of other site","Excision of lymph node of other site"
"9028201","811","Regional excision of lymph nodes of other site","Regional excision lymph nodes other site"
"9028202","811","Radical excision of lymph nodes of other site","Radical excision lymph nodes, other site"
"9028300","812","Other procedures on lymphatic structures","Other procedures on lymphatic structures"
"9028400","812","Percutaneous removal of lymphocele","Percutaneous removal of lymphocele"
"9028401","812","Laparoscopic removal of lymphocele","Laparoscopic removal of lymphocele"
"9028402","812","Removal of lymphocele","Removal of lymphocele"
"9029400","968","Endoscopic excision of lesion of bile ducts or sphincter of Oddi","Endosc exc lsn BDs or sphc of Oddi"
"9029401","979","Endoscopic excision of lesion of pancreas or pancreatic duct","Endosc exc lsn of pancr or pancr duct"
"9029500","906","Endoscopic insertion of colonic prosthesis","Endosc ins of colonic prosth"
"9029501","906","Endoscopic replacement of colonic prosthesis","Endosc replace of colonic prosth"
"9029502","906","Endoscopic removal of colonic prosthesis","Endosc R/O colonic prosth"
"9029503","929","Endoscopic insertion of rectal prosthesis","Endosc ins of rectal prosth"
"9029504","929","Endoscopic replacement of rectal prosthesis","Endosc replace of rectal prosth"
"9029505","929","Endoscopic removal of rectal prosthesis","Endosc R/O rectal prosth"
"9029600","887","Endoscopic control of peptic ulcer or bleeding","Endosc cntl PU or bleeding"
"9029700","861","Endoscopic mucosal resection of oesophagus","Endosc mucosal resec oesophagus"
"9029701","880","Endoscopic mucosal resection of stomach","Endosc mucosal resec stomch"
"9029702","914","Endoscopic mucosal resection of large intestine","Endosc mucosal resec lrg intes"
"9029800","953","Transjugular liver biopsy","Transjugular liver biopsy"
"9029900","956","Other destruction of liver","Other destruction of liver"
"9030000","867","Repair of oesophageal duplication","Repair of oesophageal duplication"
"9030100","869","Other procedures on oesophagus","Other procedures on oesophagus"
"9030200","881","Gastrostomy with passage of indwelling transanastomotic tube","Gastrostomy w indwel tube"
"9030300","887","Repair of gastric duplication","Repair of gastric duplication"
"9030400","887","Other repair of stomach","Other repair of stomach"
"9030500","890","Other procedures on stomach","Other procedures on stomach"
"9030600","892","Laparoscopic insertion of feeding jejunostomy tube","Lap insertion feeding jejunostomy tube"
"9030700","903","Other procedures on small intestine","Other procedures on small intestine"
"9030800","908","Endoscopic destruction of lesion of large intestine","Endoscopic dest lesion, large intestine"
"9030900","917","Other repair of large intestine","Other repair of large intestine"
"9031000","925","Other procedures on large intestine","Other procedures on large intestine"
"9031100","927","Other procedures on appendix","Other procedures on appendix"
"9031200","931","Electrocoagulation of tissue of rectum","Electrocoagulation of tissue of rectum"
"9031201","931","Cryotherapy of tissue of rectum","Cryotherapy of tissue of rectum"
"9031301","940","Manual reduction of rectal prolapse","Manual reduction of rectal prolapse"
"9031400","942","Other procedures on rectum","Other procedures on rectum"
"9031500","933","Endoscopic excision of lesion or tissue of anus","Endoscopic e/o lesion  tissue anus"
"9031501","933","Excision of other lesion or tissue of anus","Excision other lesion or tissue anus"
"9031600","942","Other procedures on anus","Other procedures on anus"
"9031700","954","Transplantation of liver","Transplantation of liver"
"9031800","954","Other repair of liver","Other repair of liver"
"9031900","956","Other procedures on liver","Other procedures on liver"
"9031901","951","Percutaneous aspiration of liver","Percutaneous aspiration of liver"
"9032000","971","Other repair of gallbladder","Other repair of gallbladder"
"9032100","971","Other repair of biliary tract","Other repair of biliary tract"
"9032200","973","Other procedures on gallbladder","Other procedures on gallbladder"
"9032300","973","Other procedures on biliary tract","Other procedures on biliary tract"
"9032400","981","Transplantation of pancreas","Transplantation of pancreas"
"9032500","981","Other repair of pancreas","Other repair of pancreas"
"9032600","982","Other procedures on pancreas","Other procedures on pancreas"
"9032700","989","Excision of congenital intra-abdominal lesion","Excision cong intra-abdominal lesion"
"9032800","989","Excision of lesion of peritoneal tissue","Excision of lesion of peritoneal tissue"
"9032801","989","Excision of lesion of peritoneal tissue with intestinal resection","Exc lesion peritonl tis w intest resect"
"9032900","1000","Other repair of abdomen","Other repair of abdomen"
"9032901","1000","Other repair of peritoneum","Other repair of peritoneum"
"9032902","1000","Other repair of omentum","Other repair of omentum"
"9032903","1000","Other repair of mesentery","Other repair of mesentery"
"9033000","1001","Revision of cerebrospinal fluid shunt at peritoneal site","Revision CSF shunt at peritoneal site"
"9033100","1004","Other procedures on abdomen, peritoneum or omentum","Oth proc abdomen, peritoneum or omentum"
"9033200","1010","Anorectal myectomy for short segment Hirschsprung's disease","Anorectal myectomy, short seg Hirschspg"
"9033300","1011","Percutaneous transhepatic embolisation of varices","Perc transhepatic embolisation, varices"
"9033400","1011","Transjugular intrahepatic portosystemic shunt [TIPS] ","Trnsjugular intrahep portosystemic shunt"
"9033500","1011","Other diagnostic procedures on the digestive system","Other dx procedures on digestive system"
"9033501","1011","Other procedures on the digestive system","Other procedures on digestive system"
"9033600","896","Isolation of segment of small intestine for interposition","Isolation of segment of small intestine"
"9033601","914","Isolation of segment of large intestine for interposition","Isolation seg large intest for interpstn"
"9033700","958","Other stenting of biliary tract","Other stenting of biliary tract"
"9033800","930","Incision of rectum or anus","Incision of rectum or anus"
"9033900","887","Closure of gastrostomy","Closure of gastrostomy"
"9034000","901","Closure of fistula of small intestine","Closure of fistula of small intestine"
"9034001","917","Closure of fistula of large intestine","Closure of fistula of large intestine"
"9034100","933","Other excision of lesion of rectum","Other excision of lesion of rectum"
"9034200","940","Suture of laceration of rectum","Suture of laceration of rectum"
"9034201","940","Suture of laceration of anus","Suture of laceration of anus"
"9034202","887","Suture of laceration of stomach","Suture of laceration of stomach"
"9034203","971","Repair of laceration of gall bladder","Repair of laceration of gall bladder"
"9034300","1011","Endoscopic procedure proceeding to open procedure","Endosc proc proceeding to open proc"
"9034301","1011","Laparoscopic procedure proceeding to open procedure","Lap proc proceeding to open proc"
"9034400","929","Administration of biological sealant to anorectal region","Admin/o biol sealant to anorectal rgn"
"9034401","929","Administration of other therapeutic agent to anorectal region","Admin/o thrpc agent to anorectal rgn"
"9034500","931","Control of haemorrhage of rectum or anus","Control of haemorrhage of rectum or anus"
"9034600","953","Total hepatectomy","Total hepatectomy"
"9034700","951","Administration of therapeutic agent into liver","Admin therapeutic agent into liver"
"9034701","983","Administration of air into peritoneal cavity","Admin air into peritoneal cavity"
"9034702","983","Administration of therapeutic agent into peritoneal cavity","Admin thrpc agt into peritoneal cavity"
"9034800","961","Percutaneous aspiration of gallbladder","Percutaneous aspiration of gallbladder"
"9034900","975","Endoscopic removal of pancreatic calculus","Endoscopic R/O pancreatic calculus"
"9035000","1059","Other repair of kidney","Other repair of kidney"
"9035100","1062","Removal of temporary catheter for peritoneal dialysis","R/O temporary catheter peritonl dialysis"
"9035200","1063","Education and training for home dialysis","Education & training for home dialysis"
"9035300","1063","Test for haemodialysis adequacy","Test for haemodialysis adequacy"
"9035301","1063","Test for peritoneal dialysis adequacy","Test for peritoneal dialysis adequacy"
"9035400","1064","Other procedures on kidney","Other procedures on kidney"
"9035500","1069","Implantation of electronic ureteral stimulator","Impl electronic ureteral stimulator"
"9035501","1069","Removal of electronic ureteral stimulator","Removal electronic ureteral stimulator"
"9035600","1075","Percutaneous biopsy of ureter","Percutaneous biopsy of ureter"
"9035700","1086","Other repair of ureter","Other repair of ureter"
"9035800","1088","Other procedures on ureter","Other procedures on ureter"
"9035900","1091","Implantation of electronic bladder stimulator","Implantation electronic bladder stimlr"
"9035901","1091","Removal of electronic bladder stimulator","R/O electronic bladder stimulator"
"9036000","1103","Other excision of lesion of bladder","Other excision of lesion of bladder"
"9036100","1107","Formation of neobladder","Formation of neobladder"
"9036200","1109","Transvaginal needle suspension for stress incontinence","Transvaginl needle suspnsn stress incont"
"9036300","1111","Other diagnostic procedures on bladder","Other diagnostic procedures on bladder"
"9036301","1111","Other procedures on bladder","Other procedures on bladder"
"9036400","1122","Other repair of urethra","Other repair of urethra"
"9036500","1125","Other procedures on urethra","Other procedures on urethra"
"9036600","1129","Other procedures on urinary system","Other procedures on urinary system"
"9036700","1069","Replacement of ureterostomy tube","Replacement of ureterostomy tube"
"9036900","1127","Exploration of perivesical tissue","Exploration of perivesical tissue"
"9037000","1046","Other destruction of lesion of kidney","Other destruction of lesion of kidney"
"9037100","1122","Balloon dilation of urethral stricture using interventional imaging techniques","Balloon dilation urethral stricture"
"9037200","957","Percutaneous transjejunal cholangiography","Perc transjejunal cholangiography"
"9037300","958","Percutaneous stenting of biliary tract","Percutaneous stenting of biliary tract"
"9037301","960","Percutaneous replacement of biliary stent","Percutaneous replacement biliary stent"
"9037302","960","Percutaneous removal of biliary stent","Percutaneous removal of biliary stent"
"9037400","971","Percutaneous dilation of biliary tract","Percutaneous dilation of biliary tract"
"9037500","983","Insertion of intra-abdominal packing","Insertion of intra-abdominal packing"
"9037501","983","Replacement of intra-abdominal packing","Replacement of intra-abdominal packing"
"9037502","983","Removal of intra-abdominal packing","Removal of intra-abdominal packing"
"9037600","983","Insertion of peritoneal access device","Insertion of peritoneal access device"
"9037601","983","Revision of peritoneal access device","Revision of peritoneal access device"
"9037602","983","Removal of peritoneal access device","Removal of peritoneal access device"
"9039100","1161","Incision of seminal vesicle","Incision of seminal vesicle"
"9039200","1162","Control of postoperative haemorrhage of prostate","Control postop haemorrhage of prostate"
"9039300","1168","Excision of seminal vesicle","Excision of seminal vesicle"
"9039400","1169","Transurethral balloon dilation of prostatic urethra","Trnsureth balln dilat prostatic urethra"
"9039500","1170","Other procedures on prostate","Other procedures on prostate"
"9039501","1170","Other procedures on seminal vesicle","Other procedures on seminal vesicle"
"9039600","1174","Excision of lesion of tunica vaginalis","Excision of lesion of tunica vaginalis"
"9039700","1175","Suture of laceration of scrotum or tunica vaginalis","Sut laceration scrotum/tunica vaginalis"
"9039701","1175","Other repair of scrotum or tunica vaginalis","Other repair scrotum or tunica vaginalis"
"9039800","1176","Other diagnostic procedures on scrotum or tunica vaginalis","Other dx proc scrotum/tunica vaginalis"
"9039801","1176","Other procedures on scrotum or tunica vaginalis","Other proc on scrotum/tunica vaginalis"
"9039900","1187","Reduction of torsion of testis or spermatic cord","Reduction torsion testis/spermatic cord"
"9040000","1187","Other repair of testis","Other repair of testis"
"9040100","1189","Other diagnostic procedures on testis","Other diagnostic procedures on testis"
"9040101","1189","Other procedures on testis","Other procedures on testis"
"9040102","1177","Percutaneous aspiration of testis","Percutaneous aspiration of testis"
"9040200","1194","Incision of penis","Incision of penis"
"9040201","1194","Division of penile adhesions","Division of penile adhesions"
"9040202","1194","Dorsal or lateral slit of prepuce","Dorsal or lateral slit of prepuce"
"9040300","1196","Local excision of lesion of penis","Local excision of lesion of penis"
"9040400","1200","Other repair of penis","Other repair of penis"
"9040500","1202","Other penile procedures for sex transformation","Other penile proc for sex transformation"
"9040501","1202","Other procedures on penis","Other procedures on penis"
"9040600","1203","Other procedures on male genital organs","Other procedures on male genital organs"
"9040700","1168","Excision of other lesion of prostate","Excision of other lesion of prostate"
"9040800","1162","Other destruction of lesion of prostate","Other destruction of lesion of prostate"
"9040900","1160","Implantation of other device(s), prostate","Implantation of other device(s) prostate"
"9043000","1246","Other laparoscopic repair of ovary","Other laparoscopic repair of ovary"
"9043001","1246","Other repair of ovary","Other repair of ovary"
"9043100","1247","Other procedures on ovary","Other procedures on ovary"
"9043200","1250","Biopsy of fallopian tube","Biopsy of fallopian tube"
"9043300","1255","Other laparoscopic repair of fallopian tube","Other lap repair of fallopian tube"
"9043301","1255","Other repair of fallopian tube","Other repair of fallopian tube"
"9043400","1258","Other procedures on fallopian tube","Other procedures on fallopian tube"
"9043500","1271","Other laparoscopic repair of uterus","Other laparoscopic repair of uterus"
"9043501","1271","Other repair of uterus","Other repair of uterus"
"9043600","1273","Other procedures on uterus","Other procedures on uterus"
"9043700","1281","Other destruction of lesion of vagina","Other destruction of lesion of vagina"
"9043800","1288","Other procedures on vagina","Other procedures on vagina"
"9043900","1289","Other destruction of lesion of vulva","Other destruction of lesion of vulva"
"9044000","1293","Excision of lesion of vulva","Excision of lesion of vulva"
"9044100","1295","Other procedures on vulva","Other procedures on vulva"
"9044101","1295","Other procedures on clitoris","Other procedures on clitoris"
"9044200","1299","Other procedures on female genital organs","Other procedures female genital organs"
"9044300","1270","Other excision of uterus","Other excision of uterus"
"9044400","1284","Repair of vaginoperineal fistula","Repair of vaginoperineal fistula"
"9044500","1298","Reduction of clitoroplasty with relocation of urethral orifice","Rdctn clitoroplasty reloc ureth orifce"
"9044600","1290","Other incision of vulva or perineum","Other incision of vulva or perineum"
"9044700","1284","Repair of fistula of vagina with biological sealant","Rep of fist of vagina w biol sealant"
"9044800","1268","Subtotal laparoscopic abdominal hysterectomy","Subtotal laparoscopic abdo hysterectomy"
"9044801","1268","Total laparoscopic abdominal hysterectomy","Total laparoscopic abdo hysterectomy"
"9044802","1268","Total laparoscopic abdominal hysterectomy with removal of adnexa","Tot lap abdo hystrectmy w R/O adnexa"
"9044900","1286","Other repair of vagina","Other repair of vagina"
"9045000","989","Anterior pelvic exenteration","Anterior pelvic exenteration"
"9045001","989","Posterior pelvic exenteration","Posterior pelvic exenteration"
"9045002","989","Total pelvic exenteration","Total pelvic exenteration"
"9045100","1263","Other destruction of lesion of uterus","Other destruction of lesion of uterus"
"9045200","1266","Excision of other lesion of uterus","Excision of other lesion of uterus"
"9046000","1330","Amnioscopy","Amnioscopy"
"9046100","1330","Intra-amniotic injection","Intra-amniotic injection"
"9046200","1330","Insertion of prostaglandin suppository for induction of abortion","Ins prostaglndn supostry induct abortion"
"9046300","1330","Fetal reduction","Fetal reduction"
"9046301","1330","Endoscopic fetal reduction","Endoscopic fetal reduction"
"9046400","1332","Correction of fetal defect","Correction of fetal defect"
"9046500","1334","Medical induction of labour, oxytocin","Medical induction of labour, oxytocin"
"9046501","1334","Medical induction of labour, prostaglandin","Medical induction labour, prostaglandin"
"9046502","1334","Other medical induction of labour ","Other medical induction of labour"
"9046503","1334","Surgical induction of labour by artificial rupture of membranes [ARM]","Surgical induction of labour by ARM"
"9046504","1334","Other surgical induction of labour","Other surgical induction of labour"
"9046505","1334","Medical and surgical induction of labour","Medical and surgical induction of labour"
"9046600","1335","Medical augmentation after onset of labour","Med augment after onset labour"
"9046601","1335","Surgical augmentation of labour","Surgical augmentation of labour"
"9046602","1335","Medical and surgical augmentation of labour","Medical & surgical augmentation labour"
"9046700","1336","Spontaneous vertex delivery","Spontaneous vertex delivery"
"9046800","1337","Low forceps delivery","Low forceps delivery"
"9046801","1337","Mid-cavity forceps delivery","Mid-cavity forceps delivery"
"9046802","1337","High forceps delivery","High forceps delivery"
"9046803","1337","Forceps rotation of fetal head","Forceps rotation of fetal head"
"9046804","1337","Forceps rotation of fetal head with delivery","Forceps rotation fetal head w delivery"
"9046805","1337","Failed forceps","Failed forceps"
"9046900","1338","Vacuum extraction with delivery","Vacuum extraction"
"9046901","1338","Failed vacuum extraction","Failed vacuum extraction"
"9047000","1339","Spontaneous breech delivery","Spontaneous breech delivery"
"9047001","1339","Assisted breech delivery","Assisted breech delivery"
"9047002","1339","Assisted breech delivery with forceps to after-coming head","Breech delivery forceps aftercomg head"
"9047003","1339","Breech extraction","Breech extraction"
"9047004","1339","Breech extraction with forceps to after-coming head","Breech extraction forceps aftercomg head"
"9047100","1342","External version","External version"
"9047101","1342","Failed external version","Failed external version"
"9047102","1342","Internal version","Internal version"
"9047103","1342","Failed internal version","Failed internal version"
"9047104","1342","Combined internal and external version","Combined internal and external version"
"9047105","1342","Failed combined internal and external version","Failed cmb internal & external version"
"9047106","1342","Manual rotation of fetal head","Manual rotation of fetal head"
"9047200","1343","Episiotomy","Episiotomy"
"9047300","1343","Replacement of prolapsed umbilical cord","Replacement of prolapsed umbilical cord"
"9047400","1343","Incision of cervix to assist delivery","Incision of cervix to asst delivery"
"9047500","1343","Symphysiotomy to assist delivery","Symphysiotomy to asst delivery"
"9047600","1343","Procedures on fetus to facilitate delivery","Procedures fetus to facilitate delivery"
"9047700","1343","Other procedures to assist delivery","Other procedures to asst delivery"
"9047800","1344","Suture of ruptured uterus","Suture of ruptured uterus"
"9047900","1344","Suture of current obstetric laceration of vagina","Suture current obst laceration of vagina"
"9048000","1344","Suture of current obstetric laceration of bladder and/or urethra without perineal involvement","Sut obst lacr bladder/urethra wo perinl"
"9048001","1344","Suture of current obstetric laceration of rectum and/or sphincter ani without perineal involvement","Sut obst lacr rect/sphc ani wo perineal"
"9048100","1344","Suture of first or second degree tear of perineum","Suture 1st/2nd degree tear of perineum"
"9048200","1345","Manual removal of placenta","Manual removal of placenta"
"9048300","1347","Postpartum manual exploration of uterine cavity","Postpartum manual expl uterine cavity"
"9048400","1347","Evacuation of perineal incisional haematoma","Evacuation perineal incisional haematoma"
"9048401","1347","Evacuation of nonincisional haematoma of perineum or vagina","Evac noninc haematoma perineum/vagina"
"9048402","1347","Evacuation of abdominal caesarian wound haematoma","Evacuation abdo caesarian wnd haematoma"
"9048500","1344","Other suture of current obstetric laceration or rupture without perineal involvement","Oth sut obst lacr or rupt wo perinl inv"
"9048600","1333","Epidural injection of local anaesthetic during labour","Epidural injection of LA during labour"
"9048601","1333","Epidural injection of opioid during labour","Epidural injection opioid during labour"
"9048602","1333","Epidural injection of other therapeutic substance during labour","Epidural inj/o other thrpc during labour"
"9048700","1330","Other intrauterine diagnostic procedure on fetus","Oth intrauterine dx proc on fetus"
"9048800","1330","Endoscopic ablation of vessels of placenta","Endoscopic ablation vessels placenta"
"9053000","1367","Closed reduction of fracture of mandibular or maxillary alveolar ridge","Close rdctn fx man/max alveolar rdge"
"9053001","1367","Open reduction of fracture of mandibular or maxillary alveolar ridge","Open rdctn fx mand/max alveolar ridge"
"9053002","1370","Closed reduction of fracture of facial bone, not elsewhere classified","Closed rdctn fx facial bone, NEC"
"9053003","1370","Open reduction of fracture of facial bone, not elsewhere classified","Open rdctn fx facial bone NEC"
"9053100","1870","Traction, not elsewhere classified","Traction, not elsewhere classified"
"9053200","1394","Fitting of prosthesis of arm and shoulder","Fitting of prosthesis of arm & shoulder"
"9053300","1404","Other repair of shoulder","Other repair of shoulder"
"9053400","1409","Fitting of prosthesis of arm, not otherwise classified","Fitting of prosthesis of arm, NEC"
"9053500","1412","Disarticulation at elbow","Disarticulation at elbow"
"9053600","1418","Other repair of elbow","Other repair of elbow"
"9053700","1419","Revision arthroplasty of elbow","Revision arthroplasty of elbow"
"9053800","1422","Fitting of prosthesis of forearm and hand","Fitting of prosthesis of forearm & hand"
"9053900","1409","Implantation of prosthetic device of arm","Implantation of prosthetic device of arm"
"9054000","1425","Tenolysis of flexor or extensor tendon of forearm or wrist","Tenolysis flex/extens tend forearm/wrist"
"9054100","1434","Closed reduction of separated epiphysis of radius or ulna","Clsd rdctn sep epiphys radius/ulna"
"9054101","1434","Open reduction of separated epiphysis of radius or ulna","Open rdctn sep epiphys radius/ulna"
"9054200","1468","Other repair of wrist","Other repair of wrist"
"9054300","1472","Revision arthroplasty of wrist","Revision arthroplasty of wrist"
"9054400","1440","Division of adhesions of hand","Division of adhesions of hand"
"9054500","1440","Incision of soft tissue of hand","Incision of soft tissue of hand"
"9054600","1450","Excision of lesion of soft tissue of hand, not elsewhere classified","Excision lesion of soft tissue hand, NEC"
"9054601","1450","Excision of lesion of muscle of hand, not elsewhere classified","Excision of lesion of muscle of hand NEC"
