Data Element Name,Code Set Identifier,Code Set Type,Code,Descriptor,Program/Stream Restriction
Organisation Identifier,HL70362,Code Set,MWH,Mercy Hospice Inc.,
Organisation Identifier,HL70362,Code Set,NDHS,Numurkah District Health Service,
Organisation Identifier,HL70362,Code Set,NH,Northern Health,
Organisation Identifier,HL70362,Code Set,NHW,Northeast Health Wangaratta,
Organisation Identifier,HL70362,Code Set,NRCHC,North Richmond Community Health Service,
Organisation Identifier,HL70362,Code Set,OKCHS,Ovens and King Community Health Service,
Organisation Identifier,HL70362,Code Set,PDH,Portland District Health,
Organisation Identifier,HL70362,Code Set,PHS,Peninsula Hospice Service,
Organisation Identifier,HL70362,Code Set,PMC,Peter MacCallum Cancer Institute,
Organisation Identifier,HL70362,Code Set,PN,Peninsula Health,
Organisation Identifier,HL70362,Code Set,PPC,Portland Palliative Care,
Organisation Identifier,HL70362,Code Set,RCH,Royal Children’s Hospital,
Organisation Identifier,HL70362,Code Set,RMH,Melbourne Health,
Organisation Identifier,HL70362,Code Set,RVEEH,Royal Victorian Eye and Ear Hospital,
Organisation Identifier,HL70362,Code Set,RWH,Royal Women's Hospital,
Organisation Identifier,HL70362,Code Set,SC,St Vincent’s Health,
Organisation Identifier,HL70362,Code Set,SCHS,Sunraysia Community Health Service,
Organisation Identifier,HL70362,Code Set,SDMH,Seymour Health,
Organisation Identifier,HL70362,Code Set,SEPC,South East Palliative Care Ltd,
Organisation Identifier,HL70362,Code Set,SGPC,South Gippsland Palliative Care ,
Organisation Identifier,HL70362,Code Set,SHDH,Swan Hill District Hospital,
Organisation Identifier,HL70362,Code Set,SN,Southern Health,
Organisation Identifier,HL70362,Code Set,SRH,Stawell Regional Health,
Organisation Identifier,HL70362,Code Set,SWH,South West Healthcare,
Organisation Identifier,HL70362,Code Set,WCPC,Western Gippsland Healthcare Group Palliative Care,
Organisation Identifier,HL70362,Code Set,WDHS,Western District Health Service,
Organisation Identifier,HL70362,Code Set,WGHG,West Gippsland Healthcare Group,
Organisation Identifier,HL70362,Code Set,WH,Western Health,
Organisation Identifier,HL70362,Code Set,WHCG,Wimmera Health Care Group,
Organisation Identifier,HL70362,Code Set,WRHS,Albury Wodonga Health ,
Organisation Identifier,HL70362,Code Set,YDHS,Yarram and District Health Service,
Organisation Identifier,HL70362,Code Set,BLCH,Ballarat Community Health ,
Organisation Identifier,HL70362,Code Set,KY,Kyabram and District Health Services,
Organisation Identifier,HL70362,Code Set,VCGS,Victorian Clinical Genetics Service,
Patient/Client Birth Country,990032,Code Set (Externally referenced),,http://www.health.vic.gov.au/hdss/reffiles/index.htm,
Patient/Client Birth Date Accuracy,HL70445,Code Set,AAA,"Accurate Year, Accurate Month, Accurate Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,AAE,"Accurate Year, Accurate Month, Estimated Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,AAU,"Accurate Year, Accurate Month, Unknown Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,AEA,"Accurate Year, Estimated Month, Accurate Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,AEE,"Accurate Year, Estimated Month, Estimated Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,AEU,"Accurate Year, Estimated Month, Unknown Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,AUA,"Accurate Year, Unknown Month, Accurate Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,AUE,"Accurate Year, Unknown Month, Estimated Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,AUU,"Accurate Year, Unknown Month, Unknown Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,EAA,"Estimated Year, Accurate Month, Accurate Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,EAE,"Estimated Year, Accurate Month, Estimated Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,EAU,"Estimated Year, Accurate Month, Unknown Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,EEA,"Estimated Year, Estimated Month, Accurate Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,EEE,"Estimated Year, Estimated Month, Estimated Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,EEU,"Estimated Year, Estimated Month, Unknown Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,EUA,"Estimated Year, Unknown Month, Accurate Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,EUE,"Estimated Year, Unknown Month, Estimated Day",
Patient/Client Birth Date Accuracy,HL70445,Code Set,EUU,"Estimated Year, Unknown Month, Unknown Day",
Patient/Client Carer Availability,HL70131,Code Set,1,Has a carer,
Patient/Client Carer Availability,HL70131,Code Set,2,Has no carer,
Patient/Client Carer Availability,HL70131,Code Set,9,Not stated/inadequately described,
Patient/Client Carer Residency Status,990014,Code Set,1,Co-resident carer,
Patient/Client Carer Residency Status,990014,Code Set,2,Non-resident carer,
Patient/Client Carer Residency Status,990014,Code Set,9,Not stated/inadequately described,
Patient/Client Death Date Accuracy,HL70445,Code Set,AAA,"Accurate Year, Accurate Month, Accurate Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,AAE,"Accurate Year, Accurate Month, Estimated Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,AAU,"Accurate Year, Accurate Month, Unknown Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,AEA,"Accurate Year, Estimated Month, Accurate Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,AEE,"Accurate Year, Estimated Month, Estimated Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,AEU,"Accurate Year, Estimated Month, Unknown Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,AUA,"Accurate Year, Unknown Month, Accurate Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,AUE,"Accurate Year, Unknown Month, Estimated Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,AUU,"Accurate Year, Unknown Month, Unknown Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,EAA,"Estimated Year, Accurate Month, Accurate Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,EAE,"Estimated Year, Accurate Month, Estimated Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,EAU,"Estimated Year, Accurate Month, Unknown Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,EEA,"Estimated Year, Estimated Month, Accurate Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,EEE,"Estimated Year, Estimated Month, Estimated Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,EEU,"Estimated Year, Estimated Month, Unknown Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,EUA,"Estimated Year, Unknown Month, Accurate Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,EUE,"Estimated Year, Unknown Month, Estimated Day",
Patient/Client Death Date Accuracy,HL70445,Code Set,EUU,"Estimated Year, Unknown Month, Unknown Day",
Patient/Client Death Place,990034,Code Set,10,Private residence,
Patient/Client Death Place,990034,Code Set,21,Residential – aged care setting,
Patient/Client Death Place,990034,Code Set,22,Residential – other setting,
Patient/Client Death Place,990034,Code Set,30,Non-residential setting,
Patient/Client Death Place,990034,Code Set,41,Inpatient setting – designated palliative care unit,
Patient/Client Death Place,990034,Code Set,42,Inpatient setting – other than designated palliative care unit,
Patient/Client Death Place,990034,Code Set,99,Other location,
Patient/Client Living Arrangement,HL70220,Code Set,1,Lives alone,
Patient/Client Living Arrangement,HL70220,Code Set,2,Lives with family,
Patient/Client Living Arrangement,HL70220,Code Set,3,Lives with others,
Patient/Client Living Arrangement,HL70220,Code Set,9,Not stated/inadequately described,
Patient/Client Main Carer’s Relationship to the Patient,HL70063,Code Set,10,Spouse/partner,
Patient/Client Main Carer’s Relationship to the Patient,HL70063,Code Set,20,Parent,
Patient/Client Main Carer’s Relationship to the Patient,HL70063,Code Set,30,Child,
Patient/Client Main Carer’s Relationship to the Patient,HL70063,Code Set,40,Child-in-law,
Patient/Client Main Carer’s Relationship to the Patient,HL70063,Code Set,50,Other relative,
Patient/Client Main Carer’s Relationship to the Patient,HL70063,Code Set,60,Friend/neighbour,
Patient/Client Main Carer’s Relationship to the Patient,HL70063,Code Set,70,Foster Carer,
Patient/Client Sex,HL70001,Code Set,1,Male,
Patient/Client Sex,HL70001,Code Set,2,Female,
Patient/Client Sex,HL70001,Code Set,3,Indeterminate,*VPDC
Patient/Client Sex,HL70001,Code Set,4,Intersex,
Patient/Client Usual Accommodation Type,990027,Code Set,1000,Independent Living,
Patient/Client Usual Accommodation Type,990027,Code Set,2100,"Short term crisis, emergency or transitional accommodation facility",
Patient/Client Usual Accommodation Type,990027,Code Set,2200,Outreach (no on site support),
Patient/Client Usual Accommodation Type,990027,Code Set,2300,Supported community accommodation facility,
Patient/Client Usual Accommodation Type,990027,Code Set,2402,Supported residential service,
Patient/Client Usual Accommodation Type,990027,Code Set,3101,Community-based residential supported accomodation,
Patient/Client Usual Accommodation Type,990027,Code Set,3200,Residential aged care facility service - unknown level care,
Patient/Client Usual Accommodation Type,990027,Code Set,3201,Residential aged care facility service - high level care,
Patient/Client Usual Accommodation Type,990027,Code Set,3202,Residential aged care facility service - low level care,
Patient/Client Usual Accommodation Type,990027,Code Set,3400,Other institutional setting,
Patient/Client Usual Accommodation Type,990027,Code Set,4100,None/homeless/public place,
Patient/Client Usual Accommodation Type,990027,Code Set,9999,Not stated/inadequately described,
Patient/Client Usual Residence Locality Name,990025,Code Set (Externally referenced),,http://www.health.vic.gov.au/hdss/reffiles/index.htm,
Patient/Client Usual Residence Postcode,990025,Code Set (Externally referenced),,http://www.health.vic.gov.au/hdss/reffiles/index.htm,
Procedure Bound Data Element,990085,Code Set,990084,Medicare Benefits Schedule Item Number,
Procedure Bound Data Element,990085,Code Set,HL70230,Contact Main Purpose,
Referral In Clinical Urgency,HL70280,Code Set,1,Urgent,
Referral In Clinical Urgency,HL70280,Code Set,2,Routine,
Referral In Outcome,HL70283,Code Set,1,Referral Accepted,
Referral In Outcome,HL70283,Code Set,3,Referral Accepted - Renewed Referral,
Referral In Outcome,HL70283,Code Set,21,Patient/client died,
Referral In Outcome,HL70283,Code Set,22,Patient/client safety issue,
Referral In Outcome,HL70283,Code Set,23,Patient/client not medically fit,
Referral In Outcome,HL70283,Code Set,24,Patient/client not contactable,
Referral In Outcome,HL70283,Code Set,25,Services declined or not required,
Referral In Outcome,HL70283,Code Set,30,Patient/client out of catchment area for program,
Referral In Outcome,HL70283,Code Set,31,Clinician safety issue,
Referral In Outcome,HL70283,Code Set,32,More appropriate program/service identified,
Referral In Outcome,HL70283,Code Set,33,Patient/client does not meet the program/service criteria,
Referral In Outcome,HL70283,Code Set,34,Required services not available,
Referral In Outcome,HL70283,Code Set,35,No program/service capacity,
Referral In Outcome,HL70283,Code Set,36,Recommended to present to ED for medical reasons,
Referral In Outcome,HL70283,Code Set,40,Other reason for cancellation,
Referral In Outcome,HL70283,Code Set,41,Referral withdrawn by referrer,
Referral In Outcome,HL70283,Code Set,99,Referral processing in progress,
Referral In Program/Stream,990086,Code Set,0,Generic Access/Referral Point,
Referral In Program/Stream,990086,Code Set,1,Rehabilitation,
Referral In Program/Stream,990086,Code Set,2,Specialist Continence,
Referral In Program/Stream,990086,Code Set,3,Specialist Cognitive,
Referral In Program/Stream,990086,Code Set,4,Specialist Pain Management,
Referral In Program/Stream,990086,Code Set,5,Specialist Falls,
Referral In Program/Stream,990086,Code Set,6,Specialist Wound Management,
Referral In Program/Stream,990086,Code Set,7,Younger Adult/Transition,
Referral In Program/Stream,990086,Code Set,8,Specialist Paediatric Rehabilitation,
Referral In Program/Stream,990086,Code Set,9,Specialist Polio,
Referral In Program/Stream,990086,Code Set,10,Sub-Acute Ambulatory Care Services (SACS),
Referral In Program/Stream,990086,Code Set,11,Specialist Movement Disorders,
Referral In Program/Stream,990086,Code Set,19,Specialist Other,
Referral In Program/Stream,990086,Code Set,20,Hospital Admission Risk Program,
Referral In Program/Stream,990086,Code Set,21,HARP - Respiratory Disease,
Referral In Program/Stream,990086,Code Set,22,HARP - Heart Disease,
Referral In Program/Stream,990086,Code Set,23,HARP - Diabetes,
Referral In Program/Stream,990086,Code Set,24,HARP - People with Complex Needs,
Referral In Program/Stream,990086,Code Set,25,HARP - People with Psychosocial Needs,
Referral In Program/Stream,990086,Code Set,26,HARP - Renal,
Referral In Program/Stream,990086,Code Set,27,HARP - HIV,
Referral In Program/Stream,990086,Code Set,29,HARP - Other,
Referral In Program/Stream,990086,Code Set,31,Post Acute Care ,
Referral In Program/Stream,990086,Code Set,41,Community Palliative Care,
Referral In Program/Stream,990086,Code Set,51,Family Choice Program,
Referral In Program/Stream,990086,Code Set,60,Victorian HIV Service,
Referral In Program/Stream,990086,Code Set,61,Victorian HIV Consultancy,
Referral In Program/Stream,990086,Code Set,62,Victorian HIV Mental Health Service,
Referral In Program/Stream,990086,Code Set,63,HIV Outreach Ambulatory Care ,
Referral In Program/Stream,990086,Code Set,64,HIV CALD service,
Referral In Program/Stream,990086,Code Set,65,Horizon Place,
Referral In Program/Stream,990086,Code Set,66,Chronic Viral Illness Program,
Referral In Program/Stream,990086,Code Set,67,Victorian NPEP service,
Referral In Program/Stream,990086,Code Set,68,HIV Outreach Allied Health,
Referral In Program/Stream,990086,Code Set,69,Sexual Health and Wellbeing Service,
Referral In Program/Stream,990086,Code Set,81,Victorian Respiratory Support Service,
Referral In Program/Stream,990086,Code Set,100,Outpatients,
Referral In Program/Stream,990086,Code Set,101,General Medicine,
Referral In Program/Stream,990086,Code Set,103,Cardiology,
Referral In Program/Stream,990086,Code Set,106,Gastroenterology,
Referral In Program/Stream,990086,Code Set,107,Haematology,
Referral In Program/Stream,990086,Code Set,108,Nephrology,
Referral In Program/Stream,990086,Code Set,109,Neurology,
Referral In Program/Stream,990086,Code Set,110,Oncology,
Referral In Program/Stream,990086,Code Set,111,Respiratory,
Referral In Program/Stream,990086,Code Set,112,Rheumatology,
Referral In Program/Stream,990086,Code Set,113,Dermatology,
Referral In Program/Stream,990086,Code Set,114,Infectious Diseases,
Referral In Program/Stream,990086,Code Set,116,"Immunology, includes Allergy",*OP
Referral In Program/Stream,990086,Code Set,117,"Endocrinology, includes Diabetes",*OP
Referral In Program/Stream,990086,Code Set,118,Hepatobiliary and Pancreas,*OP
Referral In Program/Stream,990086,Code Set,119,Burns,*OP
Referral In Program/Stream,990086,Code Set,201,General Surgery,
Referral In Program/Stream,990086,Code Set,202,Cardiothoracic surgery,
Referral In Program/Stream,990086,Code Set,203,Neurosurgery,
Referral In Program/Stream,990086,Code Set,204,Ophthalmology,
Referral In Program/Stream,990086,Code Set,205,"Ear, Nose and Throat",
Referral In Program/Stream,990086,Code Set,206,Plastic Surgery,
Referral In Program/Stream,990086,Code Set,207,Urology ,
Referral In Program/Stream,990086,Code Set,208,Vascular,
Referral In Program/Stream,990086,Code Set,209,Pre-admission,
Referral In Program/Stream,990086,Code Set,301,Dental,
Referral In Program/Stream,990086,Code Set,310,Orthopaedics / Musculoskeletal,
Referral In Program/Stream,990086,Code Set,311,Orthopaedic applications,
Referral In Program/Stream,990086,Code Set,312,Wound Care,*OP
Referral In Program/Stream,990086,Code Set,313,Allied Health - Stand-alone,*OP
Referral In Program/Stream,990086,Code Set,350,"Psychiatry and Behavioural Disorders, includes Alcohol and Drug",
Referral In Program/Stream,990086,Code Set,402,Obstetrics,
Referral In Program/Stream,990086,Code Set,403,Gynaecology,
Referral In Program/Stream,990086,Code Set,406,Reproductive Medicine and Family Planning,*OP
Referral In Program/Stream,990086,Code Set,1101,Transition Care Program,
Referral In Program/Stream,990086,Code Set,1201,Residential In-reach,
Referral In Program/Stream,990086,Code Set,1300,Hospital Based Palliative Care Consultancy Team,
Referral In Program/Stream,990086,Code Set,1301,Symptom Control/Pain Management,
Referral In Program/Stream,990086,Code Set,1302,Discharge Planning,
Referral In Program/Stream,990086,Code Set,1303,Psychosocial Support/Advocacy,
Referral In Program/Stream,990086,Code Set,1304,Assessment,
Referral In Program/Stream,990086,Code Set,1305,Terminal (end of life) Care,
Referral In Program/Stream,990086,Code Set,1306,Symptom Control/Pain Management/Discharge Planning,
Referral In Program/Stream,990086,Code Set,1307,Symptom Control/Pain Management/Psychosocial Support,
Referral In Program/Stream,990086,Code Set,1308,Symptom Control/Pain Management/Assessment,
Referral In Program/Stream,990086,Code Set,1309,Symptom Control/Pain Management/Terminal (end of life) Care,
Referral In Program/Stream,990086,Code Set,1310,Discharge Planning/Psychosocial Support/Advocacy,
Referral In Program/Stream,990086,Code Set,1311,Discharge Planning/Assessment,
Referral In Program/Stream,990086,Code Set,1312,Discharge Planning/Terminal (end of life) Care,
Referral In Program/Stream,990086,Code Set,1313,Psychosocial Support/Advocacy/Assessment,
Referral In Program/Stream,990086,Code Set,1314,Psychosocial Support/Advocacy/Terminal (end of life) Care,
Referral In Program/Stream,990086,Code Set,1315,Assessment/Terminal (end of life) Care,
Referral In Service Type,990082,Code Set,11,Self,
Referral In Service Type,990082,Code Set,12,Relative ,
Referral In Service Type,990082,Code Set,13,Friend ,
Referral In Service Type,990082,Code Set,14,Carer ,
Referral In Service Type,990082,Code Set,19,"Other person (includes neighbour, etc) ",
Referral In Service Type,990082,Code Set,30,Mental Health Professional/Service,
Referral In Service Type,990082,Code Set,50,Correctional / Justice,
Referral In Service Type,990082,Code Set,51,Police (Referral In only),
Referral In Service Type,990082,Code Set,52,Correctional Officer (Referral In only),
Referral In Service Type,990082,Code Set,53,Juvenile Justice (Referral In only),
Referral In Service Type,990082,Code Set,201,GP,
Referral In Service Type,990082,Code Set,202,Specialist,
Referral In Service Type,990082,Code Set,206,Ambulance Officer / Paramedic,
Referral In Service Type,990082,Code Set,297,Other health practitioner,
Referral In Service Type,990082,Code Set,298,Other medical/health service (Government),
Referral In Service Type,990082,Code Set,299,Other medical/health service (Non-Government),
Referral In Service Type,990082,Code Set,301,Psychiatrist,
Referral In Service Type,990082,Code Set,302,Private psychiatrist,
Referral In Service Type,990082,Code Set,399,Other mental health staff,
Referral In Service Type,990082,Code Set,403,Outpatients,
Referral In Service Type,990082,Code Set,404,Emergency Department ,
Referral In Service Type,990082,Code Set,405,"Hospital, acute service (public)",
Referral In Service Type,990082,Code Set,406,"Hospital, acute service (private)",
Referral In Service Type,990082,Code Set,407,"Hospital, sub-acute service",
Referral In Service Type,990082,Code Set,408,"Hospital, palliative care service",
Referral In Service Type,990082,Code Set,498,Other hospital department/staff (this hospital/campus),
Referral In Service Type,990082,Code Set,499,Other hospital department/staff (another hospital/campus),
Referral In Service Type,990082,Code Set,601,Post-Acute Care Program services,
Referral In Service Type,990082,Code Set,602,Community rehabilitation centre,
Referral In Service Type,990082,Code Set,603,Community palliative care support,
Referral In Service Type,990082,Code Set,604,Community mental health services,
Referral In Service Type,990082,Code Set,605,Psychiatric disability support service,
Referral In Service Type,990082,Code Set,607,Home & Community Care (HACC),
Referral In Service Type,990082,Code Set,608,Community Aged Care Package,
Referral In Service Type,990082,Code Set,609,Extended Aged Care at Home (EACH),
Referral In Service Type,990082,Code Set,610,Residential Aged Care Facility (Government),
Referral In Service Type,990082,Code Set,611,Residential Aged Care Facility (Non-Government),
Referral In Service Type,990082,Code Set,612,Home nursing service (includes District Nursing),
Referral In Service Type,990082,Code Set,613,Domiciliary postnatal care,
Referral In Service Type,990082,Code Set,615,Transition Care program,
Referral In Service Type,990082,Code Set,616,Aged Care Assessment Service,
Referral In Service Type,990082,Code Set,618,Aboriginal and Torres Strait Islander (ATSI) Service,
Referral In Service Type,990082,Code Set,619,Child protection services,
Referral In Service Type,990082,Code Set,636,Carelink Centre,
Referral In Service Type,990082,Code Set,637,Other community-based medical/health service (Government),
Referral In Service Type,990082,Code Set,638,Other community-based agency/service (Non-Government),
Referral In Service Type,990082,Code Set,639,Other community-based agency/service (Government),
Referral In Service Type,990082,Code Set,640,Victorian HIV/AIDS Service,
Referral In Service Type,990082,Code Set,NA,Not applicable,
Referral In Service Type,990082,Code Set,OTH,Other,
Referral In Service Type,990082,Code Set,UNK,Unknown,
Referral Out Place,HL70306,Code Set,21,Aged Care facility/ Nursing home: Low level of care,
Referral Out Place,HL70306,Code Set,22,Aged Care facility/ Nursing home: High level of care,
Referral Out Place,HL70306,Code Set,23,Aged Care facility/ Nursing home: level of care unknown,
Referral Out Place,HL70306,Code Set,24,Mental Health residential facility,
Referral Out Place,HL70306,Code Set,25,Psychogeriatric nursing home,
Referral Out Place,HL70306,Code Set,26,Supported residential facility,
Referral Out Place,HL70306,Code Set,27,Residential Care Facility: Low level respite,
Referral Out Place,HL70306,Code Set,28,Residential Care Facility: High level respite,
Referral Out Place,HL70306,Code Set,31,Another hospital/ campus: Admitted,
Referral Out Place,HL70306,Code Set,32,Another hospital/ campus: Non-admitted,
Referral Out Place,HL70306,Code Set,33,Another hospital/ campus: MH Inpatient service,
Referral Out Place,HL70306,Code Set,34,Inpatient rehabilitation (VINAH only),
Referral Out Place,HL70306,Code Set,35,Inpatient palliative care (VINAH only),
Referral Out Place,HL70306,Code Set,39,Another hospital/campus: Unknown admitted or non-admitted status,
Referral Out Place,HL70306,Code Set,41,Private residence/ accommodation,
Referral Out Place,HL70306,Code Set,42,Independent living unit,
Referral Out Place,HL70306,Code Set,61,Correctional/ Custodial facility,
Referral Out Place,HL70306,Code Set,NA,Not applicable,
Referral Out Place,HL70306,Code Set,OTH,Other,
Referral Out Place,HL70306,Code Set,UNK,Unknown,
Referral Out Service Type,990083,Code Set,11,No support services,
Referral Out Service Type,990083,Code Set,12,Relative ,
Referral Out Service Type,990083,Code Set,13,Friend ,
Referral Out Service Type,990083,Code Set,14,Carer ,
Referral Out Service Type,990083,Code Set,19,"Other person (includes neighbour, etc) ",
Referral Out Service Type,990083,Code Set,30,Mental Health Professional/Service,
Referral Out Service Type,990083,Code Set,50,Correctional / Justice,
Referral Out Service Type,990083,Code Set,51,Police (Referral In only),
Referral Out Service Type,990083,Code Set,52,Correctional Officer (Referral In only),
Referral Out Service Type,990083,Code Set,53,Juvenile Justice (Referral In only),
Referral Out Service Type,990083,Code Set,201,GP,
Referral Out Service Type,990083,Code Set,202,Specialist,
Referral Out Service Type,990083,Code Set,297,Other health practitioner,
Referral Out Service Type,990083,Code Set,298,Other medical/health service (Government),
Referral Out Service Type,990083,Code Set,299,Other medical/health service (Non-Government),
Referral Out Service Type,990083,Code Set,301,Psychiatrist,
Referral Out Service Type,990083,Code Set,302,Private psychiatrist,
Referral Out Service Type,990083,Code Set,399,Other mental health staff,
Referral Out Service Type,990083,Code Set,403,Outpatients,
Referral Out Service Type,990083,Code Set,404,Emergency Department ,
Referral Out Service Type,990083,Code Set,405,"Hospital, acute service (public)",
Referral Out Service Type,990083,Code Set,406,"Hospital, acute service (private)",
Referral Out Service Type,990083,Code Set,407,"Hospital, sub-acute service",
Referral Out Service Type,990083,Code Set,408,"Hospital, palliative care service",
Referral Out Service Type,990083,Code Set,498,Other hospital department/staff (this hospital/campus),
Referral Out Service Type,990083,Code Set,499,Other hospital department/staff (another hospital/campus),
Referral Out Service Type,990083,Code Set,601,Post-Acute Care Program services,
Referral Out Service Type,990083,Code Set,602,Community rehabilitation centre,
Referral Out Service Type,990083,Code Set,603,Community palliative care support,
Referral Out Service Type,990083,Code Set,604,Community mental health services,
Referral Out Service Type,990083,Code Set,605,Psychiatric disability support service,
Referral Out Service Type,990083,Code Set,607,Home & Community Care (HACC),
Referral Out Service Type,990083,Code Set,608,Community Aged Care Package,
Referral Out Service Type,990083,Code Set,609,Extended Aged Care at Home (EACH),
Referral Out Service Type,990083,Code Set,610,Residential Aged Care Facility (Government),
Referral Out Service Type,990083,Code Set,611,Residential Aged Care Facility (Non-Government),
Referral Out Service Type,990083,Code Set,612,Home nursing service (includes District Nursing),
Referral Out Service Type,990083,Code Set,613,Domiciliary postnatal care,
Referral Out Service Type,990083,Code Set,615,Transition Care program,
Referral Out Service Type,990083,Code Set,616,Aged Care Assessment Service,
Referral Out Service Type,990083,Code Set,618,Aboriginal and Torres Strait Islander (ATSI) Service,
Referral Out Service Type,990083,Code Set,619,Child protection services,
Referral Out Service Type,990083,Code Set,626,Accommodation Service,
Referral Out Service Type,990083,Code Set,636,Carelink Centre,
Referral Out Service Type,990083,Code Set,637,Other community-based medical/health service (Government),
Referral Out Service Type,990083,Code Set,638,Other community-based agency/service (Non-Government),
Referral Out Service Type,990083,Code Set,639,Other community-based agency/service (Government),
Referral Out Service Type,990083,Code Set,640,Victorian HIV/AIDS Service,
Referral Out Service Type,990083,Code Set,641,Other infectious disease clinic,
Referral Out Service Type,990083,Code Set,642,HIV Community health service,
Referral Out Service Type,990083,Code Set,643,HIV Support service,
Referral Out Service Type,990083,Code Set,644,HIV Community nursing,
Referral Out Service Type,990083,Code Set,645,CALD services,
Referral Out Service Type,990083,Code Set,NA,Not applicable,
Referral Out Service Type,990083,Code Set,OTH,Other,
Referral Out Service Type,990083,Code Set,UNK,Unknown,
VINAH Version,990037,Code Set,<null>,SACS MDS v1 (2005-06) or VINAH MDS v2 (2006-07),
VINAH Version,990037,Code Set,VINAH3,VINAH MDS v3 (2007-08),
VINAH Version,990037,Code Set,VINAH4,VINAH MDS v4 (2008-09),
VINAH Version,990037,Code Set,VINAH5,VINAH MDS v5 (2009-10),
VINAH Version,990037,Code Set,VINAH6,VINAH MDS v6 (2010-11),
VINAH Version,990037,Code Set,VINAH7,VINAH MDS v7 (2011-12),
VINAH Version,990037,Code Set,VINAH8,VINAH MDS v8 (2012-13),
